id;category
1273746016190132225;1
1254896857022513152;1
1331239679484698624;1
1330068081595527170;0
1284941059953496064;0
1246446054712602632;0
1334891606709714944;1
1257507032183246850;1
1288507588557111298;0
1245456762347479040;1
1308920237887193090;-1
1326695043772583936;1
1285544819331194880;-1
1250877986418520064;1
1331275913309298688;0
1281573026358689793;1
1329140585391861761;0
1239592336704839680;0
1325878962271215620;-1
1275056431746543617;0
1327748434917519368;-1
1241024625036926978;0
1318551077176938501;1
1283887512629309442;1
1288581494156546049;1
1286634728628445185;-1
1253413215410647040;1
1250141554964037634;1
1283477939967983616;-1
1302779191805595648;-1
1282612411078516736;1
1220580726002810880;1
1237188014566236160;0
1335841821172375552;0
1264614261902450688;1
1325863308021395457;0
1327374348076781569;1
1288692862302015488;1
1272929428146978817;0
1243147520580206593;0
1284857482922393600;1
1327650067432550400;1
1321142997547888644;-1
1278402440522588160;0
1306407660460208133;1
1320149125237714946;-1
1320781914882609152;1
1318262060610932746;-1
1306347630537199618;-1
1281421123289264129;-1
1311024102501740544;-1
1245446093036572673;-1
1331364494715588608;0
1326172421368459265;-1
1334430127942463491;0
1340928685700861952;-1
1283976053640310786;0
1261711302130642944;1
1256529236644560896;1
1312748883961937922;-1
1232870406949703682;0
1335211674505187330;1
1229708712429924352;1
1257310508069208069;-1
1317389173502902272;-1
1276683042912964608;-1
1275898697864237056;0
1316499069703921664;1
1246211178256191490;1
1326915683641405447;0
1328587839068639235;1
1301470255710003200;1
1256186329831882752;0
1326239082096156672;0
1272962941009231874;1
1268569386673229825;1
1332857904471355394;1
1283490000693276678;1
1289271932068618241;0
1292889740480479233;0
1307666054278270976;1
1283805938235973634;-1
1335067869701410818;1
1261582305459687425;-1
1254828877228236807;-1
1315877307341512705;-1
1319664946792206336;0
1297935026533756930;-1
1325909480412942338;1
1277590068383887361;-1
1321068315373174784;-1
1290301607838535680;1
1326531895660867584;1
1247900863835693062;1
1316038559489503237;0
1311387199653502980;0
1280963177186902016;0
1330742921361055744;0
1290343359886884864;-1
1288547753178443776;0
1329186505152086016;0
1222437565627805701;0
1283179196148264962;-1
1256223597061976066;0
1237716999825842176;0
1251098826989015041;1
1316743730909634561;-1
1256526890728402944;1
1347316167527063554;-1
1336092575997054981;-1
1294103030430801920;1
1284424428013723654;1
1325838494552428550;-1
1315207730399973376;-1
1316021898631733260;-1
1278414319831543808;1
1339580364822519809;-1
1312046464823160837;-1
1224969252744126466;1
1293138304267780103;0
1303860822561624064;1
1252257342059495425;0
1256164820287655936;-1
1334401877941764100;1
1246345947464044544;0
1286012499016417281;0
1319823670571790336;1
1315364712801087492;-1
1246810410524856321;1
1327336051124396032;1
1282315867204837376;0
1333185100641566721;1
1252701881396342784;1
1255588116267626497;1
1283418647587889152;0
1321183164379910145;0
1328536221581119488;0
1328834415766757376;1
1344745427870994432;0
1234541867238293504;0
1321121035505131520;-1
1267850152435466240;-1
1243483003885621248;0
1333283394248192000;1
1286751282162794505;1
1257402604482473985;-1
1327080918926970880;1
1329146194845642752;1
1238815718507868161;1
1329118150642851842;-1
1245738204432564226;0
1346175727088128002;0
1284288813813006345;-1
1237338838294355968;0
1303210397533638658;1
1260435046412046339;1
1312915431922040832;1
1344185319642574854;-1
1245861988963500037;1
1344388070079127552;-1
1265164273044594688;0
1279618644981374977;0
1314584632462061568;-1
1275540326409744386;1
1340681697306796032;-1
1287033108362035201;0
1313879088004820998;-1
1330211503153295367;-1
1321145400833826817;-1
1238168718909284354;1
1331934720070979585;-1
1266143046695112707;-1
1256666449738858496;1
1269779605264703488;-1
1313421310811418625;-1
1312880225617805312;1
1275501221152002050;-1
1273975857430790153;0
1278035740434345990;-1
1327315849703780352;1
1278452545065816065;-1
1330718231535833089;0
1329995092719972355;1
1262846561735847939;-1
1290618257905418242;1
1278833858096619520;1
1282713472627769345;1
1330915705278107649;-1
1255600286447607822;-1
1285267282898243584;0
1286612716677996545;0
1278285446188072960;0
1272625572456226816;1
1245264528901718016;1
1286332542036082688;-1
1276652347196796928;1
1300828534924079106;-1
1281579449427865600;-1
1264384690879954944;1
1329854727228706817;1
1330698152584744962;-1
1338242611694301186;-1
1314840148186746881;-1
1299874009383874562;-1
1248779485391904769;0
1229219967230410752;0
1258278275966795782;1
1237942081647038464;1
1274481431218094088;1
1228745278683041792;0
1302058434855010306;-1
1275913543099936768;-1
1255974967050723329;-1
1325739723688730625;0
1246028806076448768;1
1262490929807732739;0
1247249671963148289;0
1263622081889042432;-1
1274753248654548992;1
1321938005167206400;1
1335240342489059330;1
1314649356633542656;-1
1328507421912948738;-1
1318250162377150466;-1
1327478151316910080;1
1316465325412556800;-1
1333984631272534016;0
1333517986175606788;0
1339748403484438531;0
1329548383527325696;1
1288588067390083072;1
1233532572476608517;1
1328586081722363913;-1
1247866543410524161;1
1247736860496936963;-1
1297394349861269504;1
1270826321250119680;0
1281331131472908289;1
1333578837112872962;1
1243172109607751680;0
1262499282558554113;1
1261115483434160128;-1
1340348348256149511;-1
1333784048909512704;-1
1263803674662326272;0
1314656360429023232;1
1277675375007600640;-1
1319013742336724994;-1
1275717380711354369;-1
1238447774724771840;1
1330729548779020289;0
1277248107319721986;1
1241697237840932866;1
1325956321703759874;1
1302719513918681095;-1
1328266822156759040;0
1329329801740562433;1
1321094197173194757;-1
1271240646360088577;1
1243686256006983680;1
1341109024163418112;0
1262881543523008513;1
1314559038332469248;-1
1312140004127174657;-1
1261320474488983553;-1
1316978928544874496;1
1333895224461037569;1
1329689085087154176;0
1292221558904303616;0
1285825037576966147;0
1316362764080775168;0
1229377099686981632;0
1235451482607980544;0
1239809092173967360;-1
1271069304184885248;1
1283839766102978560;0
1314705280584704000;1
1337488418721443840;-1
1331032309642924033;0
1299490269663031297;1
1286412438037037057;0
1334836902403448845;0
1282665503740362753;0
1306369896746418176;-1
1267105722141204481;0
1331613568249307136;1
1256353279191257091;0
1273874902882422785;0
1301505867641171968;1
1330953199793172481;-1
1241976346043179008;0
1264327463238135808;-1
1246803095310434306;1
1250197999021522944;1
1292509846911287300;-1
1281545630150787072;-1
1244643699750993921;1
1285284978134339584;1
1299129584328355846;1
1326290306569031681;1
1299380981791485953;1
1328379266162069505;1
1326587013693239296;0
1244525528671039488;0
1284381412137697284;-1
1292235794896367616;-1
1338988215542267904;-1
1306073256886185985;-1
1222936142644793344;0
1315734723126157318;-1
1278936490370838528;1
1300438625767903233;-1
1329599061729583104;1
1333012007662931969;1
1313119947061592066;-1
1327414705699188736;1
1255991026021470214;1
1288170507859353607;1
1293985991879950336;-1
1278532746571386880;-1
1333674616133472256;-1
1256428961032220672;-1
1344194129471950849;-1
1328084728516317189;-1
1288133738656743429;1
1255967763509710849;1
1341239611180240896;-1
1256266055409905666;1
1336303816673792002;-1
1329572959808335873;-1
1335134138983010304;1
1329103052494819328;-1
1316295308607922182;-1
1286450478189092864;0
1306310756518952961;1
1328533103808167938;0
1289117924561649665;1
1284126765724696576;0
1298851392552042496;0
1330261223330508803;0
1252657781175283712;1
1306975399503704071;0
1322153065680613376;-1
1289376756705755138;0
1283436310083010562;0
1328203864244441091;1
1330205935684431879;1
1301984882030194688;1
1245916959557824512;1
1244456766437494785;0
1275982465467854848;1
1328760206730416128;1
1330672597407764480;0
1329133207170715650;0
1313875439530762243;-1
1326958778768568323;0
1306465295515684865;1
1305687873685917696;1
1293531785691836420;0
1306669319800139779;0
1317253776647008261;-1
1308663547426213888;1
1246919895557844993;0
1253770193949474816;-1
1250865635090993159;-1
1253377816768532480;1
1345332835859660800;-1
1246465339518365696;0
1330273529653243906;1
1330614844685488129;1
1282796297880125440;-1
1336388212298817536;-1
1313211114226937856;-1
1328522584846196743;0
1278044561210671105;0
1251312556146221056;1
1295879309786218496;-1
1246901821206982656;1
1281352954880995328;0
1250146940073005062;1
1246440423457017857;-1
1292049271949164544;1
1251098443910692864;1
1329865252264046592;0
1266249605504630785;-1
1256404263946932231;1
1271493040432205828;1
1253357802031992832;1
1309493717775122432;0
1342667277846528001;0
1298606655249297409;1
1325855639948681217;-1
1254067848265293825;1
1329130016198766592;0
1332123618529034245;-1
1247565350293721089;0
1302371064408731648;1
1239876726911614977;0
1332622475079856128;0
1326692549466050560;0
1328914100445982720;0
1330838440167010304;1
1275877854954348549;0
1329070124930715652;1
1333188173598429185;-1
1255252124071583744;1
1281041413917065217;-1
1313117469775736832;-1
1331143417640972289;1
1299329325259354112;-1
1333180912117288960;1
1293230700720787466;0
1246493984844910592;1
1265811696570023937;-1
1313940461938266120;-1
1313588739189473281;-1
1326000474894503936;0
1264632499184992260;-1
1311928667006791680;1
1276664144780017665;-1
1329488723382300675;0
1330370110066929665;1
1235952831468916740;-1
1240154662944354306;0
1328436410093883398;0
1327119423635910659;-1
1290356408899317766;0
1248580381315661825;1
1320041916675870724;-1
1267488766937227264;-1
1322639929281753089;-1
1272600884514562048;1
1326894022804312065;1
1317255909542854657;0
1283799488851845122;-1
1284543459064504324;0
1328786796721954816;1
1273029060415950848;1
1337740846599446529;-1
1328316310808301568;0
1308800160173092867;1
1313860517711151105;1
1275545984379076608;1
1283794945183186946;1
1282474138158854144;0
1329392909343465472;-1
1282061864566915073;0
1330941282936623104;1
1283326273301905408;0
1246165574897418240;1
1251305274587197440;0
1274802123671318532;1
1275087186757586953;-1
1295209346486411264;-1
1245056486826483712;1
1326675702217838592;0
1336154863978258434;-1
1317863305285914625;-1
1261140430726418432;0
1328340711134158854;-1
1239189299406528512;1
1249546115717963776;0
1285384400553652224;1
1326590305865494530;0
1294272050790637569;-1
1292456196641828864;1
1239487396724563969;1
1330150129526050818;-1
1325735438557073408;-1
1329185659559546882;0
1329437649359282176;-1
1263857351561482242;1
1288175918389895168;0
1247863584954011648;1
1291445232366751745;1
1283174850207469568;0
1345502952799125504;0
1251285501509636097;0
1251210572957462535;0
1302228089712381957;0
1260741599719387137;-1
1262511303182225410;1
1313420415440760833;-1
1330937451632848896;-1
1312808637056851968;-1
1328838981941927943;0
1287796753492631552;0
1309639830188548104;-1
1333904893988511744;-1
1325835185259220994;1
1341941668078039041;0
1308454001223118849;-1
1262066994645352448;1
1299240569886183425;1
1283745821750628352;0
1283193559622070273;-1
1318532821841973248;1
1276153367539208193;1
1256564613182885888;1
1277399761352564736;1
1246140264999030784;1
1254123888964968448;1
1331208019145863168;1
1236339880969433088;1
1282136853190193158;0
1271609501347651588;0
1256368939308900352;-1
1301202710868504576;-1
1245556955218767872;1
1328092500557492224;0
1249957065130303488;0
1280963637348352000;0
1326232200900009984;0
1264663863493976066;1
1282065718532505604;0
1221476584651022336;1
1234204094266429440;0
1261370903541116931;0
1328507192102752261;0
1293498980551204866;0
1254102453047394305;0
1300125539152297985;-1
1313606145542623234;-1
1251888155613106178;1
1239378002321932288;0
1313323862822662146;1
1328783400606556160;0
1321750556277395463;-1
1300131512688533511;0
1327010847122731009;1
1335432836258533376;-1
1328237613724024832;-1
1338111472929533953;0
1317054661141123072;-1
1284786209282117632;-1
1228463478945480712;0
1333871043015012354;0
1276653971650699265;-1
1234647203014160390;0
1290509819070173185;1
1315069540632465410;-1
1294252883488247810;-1
1253643532054736896;1
1329696835154440192;0
1233349806187274241;0
1345776761179660292;0
1254514062253228032;1
1328222241629286400;-1
1329428913198673923;0
1343193046322704384;-1
1325855700447158274;0
1252329296166883332;1
1265246041395343360;1
1248763326365978624;0
1267100684966596610;-1
1319988448166641665;-1
1242996192180465664;1
1282096342878363648;0
1329066999545262081;-1
1315317667809591296;-1
1286095248565960704;0
1281609362461659137;0
1329492898279206914;-1
1329931499567771655;-1
1235412400154775552;1
1247339138262503424;1
1287823235527118849;1
1299978955429011456;0
1285976290164649985;1
1318181990022217728;-1
1327310767629234177;0
1284078218488754176;1
1317694368111677446;-1
1247862420787216390;1
1270745067683274755;0
1343855925174665216;-1
1325877091519275008;0
1338134201661595655;-1
1251217845159104518;1
1325981168861286402;-1
1241733974973612037;1
1335229209128611842;0
1319644825495302144;-1
1259984956018876417;0
1234550994937102336;-1
1325815359245602816;0
1284174026437464064;0
1314192611926847488;0
1322172852016189440;1
1282685113625714689;0
1237475044093239296;0
1326719587832926208;-1
1290000047254339584;1
1245223182979776517;0
1232919184952049665;1
1318160467316133890;-1
1330617780689915905;1
1265130773377503232;-1
1316439785515503616;-1
1285968338099687424;0
1328320154405654529;1
1277027024486363136;1
1235543280282189825;1
1330393004880896001;1
1327839950528786432;1
1334942296949878784;-1
1314152916983275522;1
1281389295471919112;-1
1246341913495498753;1
1262804293079441411;1
1232182407047958528;1
1241202971796529152;0
1313910634975821826;-1
1337328355021086722;0
1275272403459944449;1
1278029408842940420;-1
1245245574712098816;1
1329261937633456130;-1
1244656432936435717;0
1319060141099143168;1
1325876715390980097;1
1321790612639764480;-1
1255055394218573824;-1
1322644346336927744;-1
1338544498511581184;-1
1328690494378037249;0
1275503895679324162;0
1312868546389708800;1
1325721340691828737;1
1334548085012238336;0
1336292252201705474;-1
1295836120773570561;-1
1256614530270007297;0
1319267044001501186;-1
1313742152531423233;-1
1262187274000891904;1
1320108995672117248;1
1230272154350051328;0
1312913837176295424;-1
1246377052502188033;0
1222798405195296768;0
1331664549796339720;1
1343930605034061824;-1
1320792969323098112;-1
1291608873401556997;-1
1308771862252605445;1
1236981495555928066;-1
1306310570442993664;-1
1332410647255134208;0
1336404599171911684;0
1327897898370150400;-1
1330918063747764229;1
1281555049936646151;-1
1251061029989220353;1
1288596609605890048;1
1325753392698953729;1
1280476928244408320;0
1330706201705852929;-1
1255995977674063872;1
1264739033084760064;-1
1296222194406572032;1
1265999322983936002;0
1314032522351706117;1
1329520248412835840;0
1319338483601715200;0
1336863455849164800;0
1244146783300644864;1
1334243713774739456;1
1320729344814260224;-1
1241383255875567616;1
1298424839590445057;1
1343804188963299332;-1
1321870281879834624;-1
1256627070333005829;-1
1223334134078169089;0
1247543180230197258;0
1331381582947438595;-1
1331537330046455810;-1
1261058383186063360;-1
1336459401733935106;-1
1277239999482691584;-1
1242409917002235906;1
1330168227943624706;0
1285281491107418112;0
1326771388754096129;0
1344010692886556672;-1
1297923220310503427;-1
1255475885454626819;-1
1313182450516922368;0
1328553263696756736;0
1275789978337976320;-1
1313650375942197249;-1
1285189341711663104;0
1316650064337661952;-1
1330760339412058112;-1
1329204940313661440;0
1326724288083324929;-1
1262173840152711169;1
1335099717991211008;-1
1256413386973184000;-1
1312477043381039104;1
1301309554496540675;0
1330793667636981761;-1
1254758502762975232;1
1326150408658673666;0
1245046463954071552;0
1327219132174110720;1
1339305162142310407;-1
1273762682433396736;-1
1292876012078936064;1
1326516759789178886;1
1287019199911677952;1
1328626858506801152;0
1330865690748784641;-1
1331740267611828225;0
1335251147595067393;1
1330953211595862018;1
1278704182799798272;0
1238058161950666752;0
1254804217694470144;0
1306271039635312640;0
1312515569304780800;1
1328743978016104463;0
1334294568150372352;1
1338855217555652609;0
1288847708443344896;1
1268715338784440327;0
1253453385828892672;-1
1326241401416409091;-1
1319423026245586944;-1
1330870771309309952;1
1327813847730843653;-1
1243988110075199489;1
1248852391321051138;-1
1330012853546459138;-1
1240324366656815110;1
1333525271492771840;1
1247899591929806855;1
1310271499694202887;-1
1312889701867622400;-1
1326588528789123072;0
1245871403288498176;1
1327703347609153538;1
1300799279682875392;1
1291446176353574913;1
1318146656332861441;-1
1285406058157166594;0
1331258659117043712;0
1295073732428472321;0
1284470495103123457;1
1301438581408497666;1
1277274211250126848;1
1283804444778467329;-1
1329057895497961472;1
1335764160907333632;-1
1264764260086882304;-1
1342007992955371521;-1
1332782723761582087;1
1307124655627669504;0
1237998379767967744;1
1268673618592104448;0
1284162770221637633;0
1256460054389088258;-1
1283294627429318657;1
1312040790403821569;1
1330265813492838413;-1
1326540335556653062;1
1276598353367838720;1
1300538260901580806;-1
1331302086194106370;1
1333771670683783168;-1
1322061633787621376;-1
1314705519190274048;1
1334077127189204993;1
1312865447864401920;-1
1285731873969393666;0
1247303160118591496;1
1327627327753351170;-1
1240527681633931264;0
1252374468980178953;1
1333962987615318016;1
1316519448942125057;-1
1288873498249760768;0
1297816318519934977;1
1334530030622240771;1
1241060587335008258;0
1288175051137843201;-1
1247223202574741504;0
1283467861336354817;1
1285679174472962048;1
1250466550357856260;1
1327093804869033990;1
1298926198249095168;-1
1289204581629489152;1
1297660266293977088;-1
1287072319362531328;1
1321722653133164544;-1
1339105267762466816;-1
1327701175928573952;1
1328091280207794177;-1
1333688085473857537;0
1326236379202940930;-1
1237809155039096833;0
1329185310312460293;-1
1328931842628726786;0
1274848785735155712;1
1253683485979693058;1
1254822103565598723;1
1274353619329060865;-1
1319458560007426050;1
1276118058566856707;1
1333750144546734080;1
1326353564663488513;1
1331351490066337796;-1
1328793871623438336;1
1345547937116352512;0
1331349281006002176;1
1330148418451279872;1
1265295799208022016;1
1243714757837778945;0
1328426479701602306;-1
1318666977817264134;1
1312689727632441346;-1
1328158794459787266;-1
1312050122751184897;1
1279506516995903499;-1
1270377605825531904;-1
1328724998358511616;0
1286508226784251905;0
1246109241628168193;1
1251034051307331584;1
1329930523091693570;0
1283160405716729864;0
1247868014256467968;1
1280971595905929218;0
1256275824665169921;1
1327634647409430530;0
1327111438490537986;0
1334354337766776833;-1
1334232449048600577;0
1328637358581960704;0
1274833955150323715;-1
1250422334919335938;0
1334449765375991809;-1
1247233666658549760;0
1314653231125942272;1
1249236720035360768;1
1345588418533863425;0
1281223015028711424;-1
1300833369496969216;0
1339723710916218880;0
1331258640741838848;0
1312023468246994945;0
1328429636292894723;-1
1244951602630402049;0
1294013384682139649;-1
1285872422625869825;0
1316508851269767168;-1
1287070726697242625;1
1327331140231979014;-1
1312222824992473088;-1
1337588838089289728;0
1327311133418676225;1
1250799951229202432;-1
1314985531810471944;1
1248115713119866880;-1
1326224697009336320;-1
1336533111710990337;-1
1243739416729980930;1
1266294494506303489;0
1277074428392808449;-1
1294318574882951168;0
1326890294378422274;-1
1326676125586763777;0
1326906169202532352;1
1238436116874723328;-1
1223201012275695616;0
1340636968917618688;-1
1337662795450621954;0
1315641002133159936;-1
1308430038891720706;1
1260976520262123521;1
1256048948181164039;1
1312497677980950529;0
1304891092920344576;1
1335575202151993345;0
1343603802230972418;-1
1280308298521206785;0
1329069662404046848;1
1248854567212572672;1
1274980523341942786;-1
1328822557449981953;1
1263092211857723392;1
1311590604279812101;0
1304390907467362304;-1
1279887375548760069;-1
1329945860587671552;1
1241446311762649089;0
1293131118376558592;0
1237738007727407104;0
1229747652528463874;0
1282203550781550592;0
1328541308412190721;-1
1286964753449881600;0
1255331229043490816;1
1346168417599053828;-1
1335009504518402049;0
1345120087301369856;-1
1245432805892460545;0
1252591154622795776;0
1329179644701052929;-1
1311848862173278208;1
1288941883327156228;-1
1255792959162892289;0
1264478448115945477;1
1289908009649537029;1
1316108168351473664;-1
1227610921599717377;0
1328955337353916417;1
1335778623949684738;-1
1328143800443809793;1
1284158102032355330;1
1255981855318446083;1
1329312201098739712;0
1335567323760111616;-1
1326077140899688448;0
1336035201609248768;-1
1328469618562838530;0
1282847880915517440;0
1264567968643588096;1
1333511484517781509;1
1307012118504452098;-1
1278154058235289600;0
1327356665201618948;1
1328487700740050945;0
1245813753083334656;1
1328712413487587329;0
1320143929858269184;1
1287386280083456001;1
1276881275689689089;-1
1264027957716299776;1
1320781580709842946;0
1317603818624983046;-1
1317957886820163586;-1
1331675150140502025;-1
1253662491084828672;1
1243476743823872001;1
1285432401913503744;0
1306427032151060490;1
1336425544527704064;0
1299795755939500032;1
1328360216958623744;1
1278320441149489154;0
1327852277034573826;1
1317736340851740673;-1
1332117140581871620;-1
1328804366602575873;1
1290395768571023360;0
1328793532799328260;0
1250840194711871488;1
1328906049126973440;0
1313557000786243592;-1
1328768266270089217;0
1319843081471012864;0
1322262957238177793;1
1329102707379085314;0
1302389833076277249;-1
1278800497630228487;1
1247644071545495552;0
1312497542240690177;1
1299014141169012736;-1
1246810393072328706;-1
1276721611295657986;-1
1316788571962052610;-1
1278626175515058178;1
1224039048945307648;0
1330743840119123968;-1
1344311198976679937;0
1346133034987266050;-1
1301307276720996352;0
1251169995503144961;1
1345059781539729408;0
1244458073307168771;1
1283157472723775488;-1
1336693706766733315;0
1291532282902253569;0
1247358308530282496;1
1241585898694860802;1
1344999560570015747;0
1314289788908904450;-1
1281438855690846211;-1
1319767451509424129;-1
1294026629799346178;0
1302788275913084929;-1
1322337468142755846;-1
1307348374434254850;-1
1333054480166887424;0
1245840403179372544;1
1315916305745227776;-1
1329966972960972802;0
1283577852370145280;0
1294301555332612098;0
1247866313625620480;1
1244774135596830721;1
1322117188652859392;-1
1244454828190859264;1
1325872978245152768;1
1265381637690404865;1
1262705222989885440;1
1328390158165676034;1
1316143158581956608;-1
1277944664612581382;1
1244638076992983042;1
1250189979315208192;1
1343063478165250051;0
1277284247586271233;1
1320008642012213248;-1
1272538116805591043;1
1340102974266245121;0
1233963680674410497;-1
1261363227788804096;0
1232586095696609281;0
1334938937647898624;1
1334226338513891333;0
1251193717656092674;0
1328098359039561729;1
1284687674146607105;-1
1261793321552187392;0
1345467274564550656;0
1285525501151522816;-1
1275940316751650816;1
1327022349644914688;-1
1330698563915980806;-1
1279288785277276166;0
1304906663787364353;1
1233417145469435904;0
1242275376014839809;0
1283202272411951111;0
1312335534329655296;-1
1322263386013523968;-1
1340441822871642115;-1
1336318399119585281;-1
1285604761455263745;-1
1330713638328528896;-1
1287305110880768000;-1
1338436790143868928;-1
1335994371628539904;0
1337413743572082688;0
1319401848592388102;-1
1269219371039236099;-1
1333984939537297410;0
1239215681813581824;1
1281389476367998977;-1
1240223641540812800;1
1255981540342890499;1
1325865442611666951;-1
1331361739619921925;-1
1268656285387567105;0
1331827039129792513;0
1277968682480578560;1
1329548547340070913;1
1261370992611299329;0
1251354031970299904;1
1328408980645875712;0
1262490701603966977;1
1330081085829607428;-1
1306550883501707264;-1
1267536328666886145;0
1332813336728145921;1
1336373260875931648;-1
1343995312483016710;0
1271274824913084417;1
1275223926763933702;1
1330892741434351618;-1
1327341920172056576;0
1232490294924365824;0
1330904006546378754;0
1225867157944311808;0
1302652732113813504;-1
1273254065762426882;1
1283427351871623168;0
1342050800378515456;-1
1337349902930763776;0
1312683624874020864;-1
1333791842807148552;1
1276576782859157504;0
1308845475576061952;0
1325859193530638336;0
1247481628164841473;1
1328318561169928192;0
1289925295495974917;-1
1337464227947139072;-1
1297195336469901313;1
1315765838163533824;1
1335502324836544517;0
1340737281783721984;0
1260970383890460672;1
1345004567994511362;0
1276778290338910208;1
1245783817480265729;0
1321613162257502209;-1
1276356620700786689;1
1291680027164254209;0
1309220944557244421;0
1328329475185106944;0
1341021377399287809;-1
1317908572756447235;-1
1257265212706693120;0
1334548326386184193;1
1271369220039770112;-1
1329487759665475585;0
1276705421097648128;1
1333785429905125376;0
1293129221724872704;0
1339111806980087808;0
1255981747004747776;1
1325933202750451713;0
1225838963249811457;0
1262537988023545856;-1
1263525827184033792;-1
1221832753416523781;0
1293221058179473408;-1
1283201580276355073;-1
1265890647573180417;-1
1326511404585783297;-1
1328743420043649027;0
1326650116011397121;0
1283665742743760896;1
1319494311684296705;-1
1250194572128419841;1
1278518725084397568;0
1329195566220382209;0
1232335540160212992;0
1300548602973036545;-1
1312833328630956033;1
1282036025158774786;0
1333143221250252801;1
1268223637074726912;1
1284604106246688776;1
1226898861177720832;1
1227118765021782021;0
1276880480659361792;0
1267104691583844352;-1
1261031139235463169;1
1275434089269440524;1
1244075738116079616;-1
1321561635354484739;-1
1329090214678065152;0
1329590449221165056;-1
1327780716466163712;0
1331344687660150784;0
1339982211173507075;0
1312076260059873282;-1
1276333430062678016;1
1314599246373494785;1
1333837276049268743;1
1319643583612407808;0
1291133015222030338;0
1329752293491830784;1
1337519163431133187;0
1288488152081084417;0
1326243704621965312;-1
1322433545474842625;-1
1276632488509652993;0
1330530228762972162;-1
1254548601973301249;-1
1258852858486837248;1
1328769049522745345;0
1313582301117325313;1
1265487746963030022;1
1288570601070907397;-1
1315789359795318785;-1
1327401724299120649;1
1284294752360374272;-1
1330062028636102656;1
1319479821714542597;1
1334982154552549377;0
1330791982671728640;0
1342866983512133633;-1
1287864910844551168;0
1325935868377501697;-1
1313531389095170050;1
1249821330679255042;1
1286271193604128772;1
1253821385392091136;1
1235923366965440512;0
1330226587627876361;0
1287878883325304832;0
1278088004356227072;-1
1224236155090108416;0
1251941409713774600;0
1261371029227618307;0
1325831382975868928;1
1244419120172589057;1
1246520678288769025;0
1278408248861827074;-1
1330667941159862272;1
1345616540142620672;-1
1287006057836011520;-1
1276926207972564992;1
1219727516870426625;1
1283316127297425408;-1
1316161752908869639;-1
1267281661496119297;-1
1314884243047223296;-1
1338936263609561091;-1
1262474055191531522;-1
1286352104035098626;1
1290770485484097536;1
1297688546921181185;-1
1275694056987918337;-1
1310555244678582274;-1
1282075779384385538;0
1314190834494042119;1
1265344647255252993;-1
1245551079955316741;1
1316154174392987650;-1
1285259902525505544;0
1326650477254238217;1
