gram,counts
ts covid,136
re trying,135
wearamask coronavirus,135
important wear,135
says wo,135
mask shop,135
make masks,135
carbon dioxide,134
hi guys,134
death toll,134
mask thanks,133
going away,133
wearers even,133
protecting others,132
mask slow,132
risk getting,132
act like,131
coronavirus outbreak,131
startup creates,131
ways protect,131
public mask,131
friends family,131
susceptible covid,130
and or,130
number covid,130
movement wear,130
cain hospitalized,130
distance amp,130
mask sign,130
corona coronavirus,129
coronavirus updates,128
choose wear,128
care workers,128
distancing face,128
hospital covid,128
mask new,128
think babies,127
helmet instead,127
re feet,126
creates connected,126
brazilian president,126
use coronavirus,126
covid19 pandemic,125
mask inside,125
put damn,124
mask corona,124
back work,124
people currently,124
14 days,124
na wear,123
outside home,123
increase covid,123
mask distance,123
please keep,123
mask see,123
rally without,122
currently walk,122
apart study,122
indoor public,122
customers wear,121
mask virus,121
mask service,121
wearing mandatory,121
home stay,121
black people,120
says wearing,120
mask prevents,120
enforce newsom,119
july 4th,119
like mask,118
safety measures,118
share etsy,118
anyone wearing,118
anthony fauci,118
ranger mask,117
stopping spread,117
airborne transmission,117
still spreading,117
lot people,117
000 lives,117
contracted covid,116
orders bolsonaro,116
mask covering,116
via texastribune,116
one thing,116
mandate could,115
white people,115
trying protect,115
imaskupforyoudoitforme masks,115
mask nose,115
prevent second,115
neighbor wear,115
reduce transmission,115
joe biden,115
masks facemasks,115
mandatory california,115
pandemic virus,115
driving drunk,114
residents wear,114
around people,114
coronavirus live,114
died coronavirus,114
foreseeable future,113
start wearing,113
home much,113
gavin newsom,113
last night,113
person spread,113
next time,113
breathe mask,113
test involves,112
way nose,112
instead breathe,112
nose particularly,112
breathe safely,112
thousands people,112
particularly pleasant,112
involves pushing,112
pushing swab,112
swab way,112
mask okay,112
mask simple,112
pleasant instead,112
surgeon general,111
study says,111
death mask,111
critical preventing,111
000 dead,111
air share,111
like driving,111
mandates mask,111
wave study,111
good neighbor,111
pocket elastic,110
local governments,110
order fight,110
coronavirus people,110
angeles times,110
dr malcolm,110
malcolm butler,110
mask got,110
spread corona,109
community learn,109
per day,109
like coronavirus,109
use hand,109
know coronavirus,109
governor mandates,109
make wearing,108
good idea,108
hours day,108
seems like,108
learn live,107
re changing,107
person to,107
mandate masks,107
19 study,106
rather die,106
19 get,106
catch coronavirus,106
arizona sheriff,106
fauci says,105
butler wear,105
needed prevent,105
use needed,105
press conference,105
to person,105
covid19 corona,105
respect others,104
covering help,104
needs wear,104
masks counties,104
mask maker,103
researchers say,103
rise covid,103
doug ducey,103
got coronavirus,103
us covid19,102
99 coronavirus,102
mask whenever,102
20 coronavirus,101
president donald,101
universal face,101
opinion dr,101
prevent getting,101
trump coronavirus,101
example wearing,101
prevent prevent,100
jersey shore,100
county coronavirus,100
avoid crowds,100
please read,100
mask day,100
vp pence,99
virus wearing,99
order exempts,99
avoid large,99
texans counties,99
mask protection,99
protect may,99
must go,99
refusal wear,99
mask correctly,99
virus cases,99
mind re,98
mask manufacturer,98
coronavirus airborne,98
masks social,98
careful health,98
independence day,98
video shows,98
mask stopped,98
protect importantly,97
importantly re,97
changing ways,97
study national,97
cards us,97
us claims,97
reason foreseeable,97
coronavirus spike,97
mask everywhere,97
new reason,97
covid_19 covid19,97
future safe,97
rules coronavirus,97
motivation new,97
claims fact,97
19 motivation,97
beaches closed,97
may susceptible,97
fighting covid,96
general public,96
ll wear,96
everyone would,96
fact checked,96
kn95 masks,96
shore open,96
trump covid,96
home made,95
order requiring,95
take seriously,95
red states,95
holding rallies,95
tell people,95
face shields,95
public without,94
americans died,94
shared responsibility,94
mandate begins,94
entitled condensation,94
concerns racial,94
via businessinsider,94
exempts people,93
masks kn95,93
mandate would,93
lead example,93
mask kill,93
public via,93
says people,93
could help,93
says would,93
bendable nose,93
need protect,93
mayo clinic,92
orders texans,92
realdonaldtrump vp,92
abbott orders,92
avoid touching,92
mask dangerous,92
19 may,92
production disposable,91
heightened concerns,91
attended trump,91
disposable medical,91
stay healthy,91
19 symptoms,91
color heightened,91
19link wear,91
covid 19link,91
instead risk,91
infected coronavirus,90
19 gone,90
effective way,90
19 dying,90
mask guidelines,90
rallies wearing,90
sick covid,90
please email,90
wo require,90
0752 0752,89
counties wear,89
medical surgical,89
dr anthony,89
healthforall swasthabharat,89
coronavirus surge,89
global outbreaks,89
need purchase,89
outbreaks epidemic,89
masks sterilized,89
purchase please,89
disposable civilian,89
0752 163,89
sterilized global,89
diseases need,89
specializing production,89
county rescinds,89
stay feet,89
states relaxed,89
woman slams,89
covid 19we,89
19we mask,89
manufacturer specializing,89
public covid,89
touch face,89
163 com,89
mandate face,89
epidemic diseases,89
email 0752,89
mandates face,89
civilian masks,89
50 000,89
masks covid19,89
removes mask,89
masks disposable,89
top story,88
relaxed face,88
everyone needs,88
mask distancing,88
days coronavirus,88
masks making,88
distancing possible,88
washington post,88
wear coronavirus,88
catching coronavirus,88
rise states,88
july weekend,88
barista coronavirus,88
policy counties,88
july 2020,88
governor wo,88
would put,87
rescinds coronavirus,87
wore gas,87
require face,87
health safety,87
live virus,87
slams starbucks,87
need learn,87
said wear,87
may entitled,86
next week,86
growth rate,86
cover nose,86
mask follow,86
friends days,86
via nbcnews,86
kill people,86
19 death,85
19 masks,85
re opening,85
claims covid,85
mask nothing,85
admitted hospital,85
mask reduces,85
rise 40,85
pocket pleated,85
19 via,85
tell us,84
mask actually,84
bolsonaro tests,84
mask worth,84
death rates,84
protective mask,84
closed texas,83
ron desantis,83
rule gets,83
health expert,83
due coronavirus,83
us economy,83
us coronavirus,83
19 much,83
would enforce,83
going mask,83
19 spikes,83
states jersey,83
say could,83
mask making,83
via wenatcheeworld,82
widespread face,82
saves lives,82
people believe,82
tomorrow everyone,82
stops spread,82
dying wearing,82
30k tips,82
gets 30k,82
updates cases,82
masks face,82
george floyd,82
leave home,82
20 covid,82
surge coronavirus,82
coronavirus coronaviruspandemic,81
protects mask,81
sheriff says,81
coronavirus ll,81
could herd,81
mask republicans,81
color exempt,81
abbott mandates,81
coronavirus via,81
19 surges,81
america could,81
others coronavirus,81
gets covid,81
immunity tomorrow,81
brazil judge,81
trump claims,81
nancy pelosi,80
touching face,80
19 stay,80
use prevent,80
cover mask,80
bizarro world,80
need careful,80
hygiene physical,80
kansas newspaper,80
coronaviruspandemic covidー19,80
share face,80
news bizarro,80
distancing guidelines,79
wearamask covid19,79
experts advice,79
mask coughs,79
disaster holding,79
babies nicu,79
flirting disaster,79
19 forced,79
businesses require,79
hope wellmy,79
wellmy friends,79
share via,79
world trump,79
mask tans,79
advice chlorine,79
head coronavirus,79
reluctance wear,79
mask debate,79
handmade face,79
chlorine hand,79
clearly flirting,79
guys hope,79
even wearing,79
nursing homes,79
whitehouse realdonaldtrump,78
since covid,78
united airlines,78
kimberly guilfoyle,78
republican wo,78
aubrey huff,78
pandemic covid19,78
500 fine,78
use public,78
pune man,78
american reluctance,78
tighten mask,77
spike las,77
several states,77
spike says,77
made reusable,77
nicu wear,77
south korea,77
kong american,77
mask suicidal,77
view hong,77
regulators tighten,77
maskupia petition,76
iowacci tell,76
tell iagovernor,76
petition iowacci,76
trump clearly,76
casino regulators,76
protect iowans,76
swasthabharat coronaoutbreak,76
test says,76
expert warns,76
iagovernor reynolds,76
mask 20,76
20 hours,76
could stop,76
york city,76
disease 2019,76
mandate covid,76
free trump,75
responds positive,75
vp would,75
sheriff responds,75
spreading iowa,75
cases fact,75
19 update,75
retired works,75
day mostly,75
health department,75
reynolds need,75
using face,75
fact wearing,75
iowans requiring,75
announces mandatory,75
save us,75
continue rise,75
led example,75
masks retired,75
works 20,75
iowa universal,74
many americans,74
would led,74
dallas county,74
responsible fact,74
example worn,74
tbe responsible,74
help avoid,74
sachs says,74
stay inside,74
day day,74
bolsonaro removes,74
masks via,74
wear death,74
signed maskupia,74
coronavirus seriously,74
coronavirus view,74
spread signed,74
breathing problems,74
covering policies,74
masks stops,74
excited share,73
like fox,73
worst president,73
virus disease,73
putinsgop tbe,73
governor newsom,73
physically distance,73
policies experts,73
hospitalized coronavirus,73
phone charger,73
dead fact,73
ago smartnews,73
enforcing mask,73
people going,73
mask putinsgop,73
125 000,73
andrew cuomo,73
figure drumpf,72
responsibility protect,72
junkie like,72
county businesses,72
drumpf adderall,72
president history,72
mask worst,72
drumpfie get,72
history drumpfie,72
higher risk,72
adderall junkie,72
phucking hard,72
texas tribune,72
turning mask,72
wh asap,72
seeing covid,72
2019 makes,72
hard figure,72
dc wear,72
cain admitted,72
ve got,72
get wh,72
know face,72
one easiest,71
latest virus,71
10 000,71
fabric mask,71
number people,71
covering learn,71
cases spiking,71
someone wearing,71
brandonstraka americanair,71
happy 4th,71
said wearing,71
roy cooper,71
records turning,71
expects 99,71
protect dc,71
think coronavirus,71
israeli mask,71
spike coronavirus,71
mandates know,71
calls national,71
masks latest,71
states seeing,71
lab test,71
spikes records,71
virus developments,71
evidence wearing,70
sonovia expects,70
self cleaning,70
florida coronavirus,70
lawmaker says,70
doctors nurses,70
telling wear,70
mask safety,70
coronavirus success,70
trump calls,70
jennifer aniston,70
mask care,70
flu virus,70
calls reporter,70
time may,70
counties texas,70
touch eyes,70
mask cover,70
mask covid__19,70
sars cov,70
mask hard,69
seriously wear,69
karens kens,69
newsom coronavirus,69
way prevent,69
florida man,69
trump jr,69
stay six,69
smart thing,69
19 prevention,69
asap like,69
last order,69
masksforsale coronavirus,69
medical condition,69
success lab,69
worth rs,68
wearing covid,68
19 go,68
000 gold,68
covid__19 covid19,68
makes look,68
global pandemic,68
coronavirus spreading,68
tantrums instead,68
order los,68
putting masks,68
huge tantrums,68
asap asap,68
layer cotton,68
instead putting,67
thing make,67
ok get,67
use 50,67
require customers,67
population reduced,67
working smart,67
breathing system,67
coronavirus corona,67
000 cases,67
fauci said,67
make last,67
ones ok,67
kens threw,67
threw huge,67
get smart,67
order everyone,67
peter tsai,67
fine ones,67
wearing public,67
open working,67
wearamask wearadamnmask,67
home 500,67
zazzle mask,67
still real,66
19 use,66
mask tell,66
40 states,66
ago via,66
curb spread,66
homemade masks,66
ear loop,66
mask become,66
one wear,66
home depot,66
stopped person,66
california county,66
masks nose,66
abbott issued,66
going public,66
facemasks respectforall,66
cases hospitalizations,66
cases going,66
maker sonovia,66
reduced covid,66
50 population,66
days ago,65
across state,65
mask way,65
around without,65
sizes available,65
one part,65
shame wearing,65
fox mask,65
law enforcement,65
mask since,65
number coronavirus,65
gop convention,65
covidー19 covid19,64
spread less,64
everyone wore,64
spread disease,64
via azcentral,64
bruce springsteen,64
amp others,64
45 000,64
point wearing,64
hanks shame,64
wave coronavirus,64
enforces mask,64
updates texas,64
mask thing,63
covering mask,63
new research,63
mask amid,63
close contact,63
cases deaths,63
routine face,63
yogurt shop,63
others sick,63
coughs baby,63
newsom enforces,63
exempt oregon,63
personal choice,63
protect family,63
mask due,63
increasing day,63
masks back,62
spread need,62
better mask,62
surge via,62
pose health,62
behind anti,62
reusable mask,62
also shared,62
covid19 wearamask,62
mask pose,62
number patients,62
word mask,62
simple wear,62
patients increasing,62
country mask,62
gov doug,62
world health,62
rise california,62
19 joke,62
mask event,62
protect wear,62
use simple,62
trump said,62
health risks,62
exempt wearing,62
mask maybe,61
shared image,61
deal people,61
california yogurt,61
reporter wearing,61
baby california,61
event also,61
wear nose,61
hands amid,61
masks available,61
image washing,61
facemask use,61
prevent disease,61
mask despite,61
hard breathe,61
rules covid,61
coronavirus infection,61
easiest ways,61
work mostly,61
trader joe,61
contracting coronavirus,60
families prevent,60
charm mask,60
lucky charm,60
mask home,60
89 lakh,60
county judge,60
woman lowers,60
cells vs,60
disease one,60
governor backtracks,60
maskpurchase link,60
simple maskpurchase,60
two months,60
mask coronaviruspandemic,60
woman behind,60
19 need,60
coronavirus numbers,60
rs 89,60
amp public,60
vs lucky,60
wear non,60
orders president,60
ways use,60
antibodies virus,60
health families,60
vs antibodies,60
backtracks mask,60
837 189,59
white power,59
fact 837,59
actually spread,59
would save,59
good news,59
cdc guidance,59
types masks,59
fact 131,59
gov ducey,59
republican lawmaker,59
bexar county,59
mask etsy,59
inslee announces,59
coughs sneezes,59
respectforall maskup,59
131 485,59
calls mask,59
485 dead,59
care people,59
hands amp,59
retired inventor,59
people take,59
covidー19 4thofjuly,59
rally phoenix,59
189 covid,59
right wing,59
soft elastic,58
cotton bendable,58
socialdistancing trump,58
many options,58
thought might,58
real wear,58
loops sizes,58
weekendvibes maskup,58
sizes many,58
options choose,58
mask better,58
county mandatory,58
lowers mask,58
july4th2020 weekendvibes,58
shop line,58
says looks,58
19 remember,58
least wear,58
says trump,58
mask says,58
newsom mask,58
myrtle beach,58
maskup pandemic,58
long overdue,58
2layer cotton,58
take coronavirus,58
medical association,58
looked like,58
masks 2layer,58
mask sex,58
4thofjuly july4th2020,58
wire soft,58
line video,58
unless tests,58
choose imaskupforyoudoitforme,58
floor unless,57
usa today,57
work together,57
cases today,57
mask leave,57
rest us,57
join covid,57
ing mask,57
exposed covid,57
desantis says,57
infection rate,57
large crowds,57
amp wearing,57
coronavirus brazil,57
19 survivor,57
requiring face,56
keep least,56
19 continues,56
state coronavirus,56
issue statewide,56
statewide order,56
totally harmless,56
come back,56
come retirement,56
helps reduce,55
mandatory public,55
mask symbol,55
trump supporter,55
wonderful breathing,55
control coronavirus,55
masks reduce,55
street amp,55
gov gavin,55
mask cdc,55
less stringent,55
coronavirus update,55
mask likes,55
someone coughs,55
make face,55
medical face,55
19 know,55
mask incorrectly,55
people infected,55
lost family,54
leads country,54
shield see,54
reuters see,54
see photo,54
coronavirus eyes,54
photo remember,54
fact get,54
15 97,54
coronavirus get,54
insurance agent,54
mask shaming,54
20 positive,54
putting mask,54
agent fired,54
harm way,54
ur health,54
even mask,54
fired costco,54
amp facial,54
kind mask,54
republicans break,54
remember street,54
know people,54
costco coronavirus,54
coronavirus ur,54
disease waves,54
protect 501,54
health protect,54
facial shield,54
jr girlfriend,54
via googlenews,54
need masks,54
shaming vogue,53
no mask,53
masks protects,53
sneezes touch,53
health family,53
lockdown measures,53
enforce governor,53
mask address,53
address fact,53
view mirror,53
elastic masks,53
research folks,53
retirement join,53
mask safe,53
sick people,53
study suggests,53
sick let,53
hard wear,53
get infected,53
guide research,53
new las,53
covering public,53
lincoln county,53
visitors mask,53
effective preventing,53
wife son,53
despite positive,53
mirror many,53
tarrant county,53
many visitors,53
metre distance,53
masks come,53
away people,53
air someone,53
particles air,53
19 fight,53
rear view,53
eyes masks,53
pandemic mental,53
mental rear,53
invented n95,53
tsai invented,52
people link,52
northeast leads,52
putting others,52
rule washington,52
county health,52
different types,52
mask ship,52
amid surge,52
making inch,52
elastics mask,52
protect prevent,52
months wearing,52
ship us,52
act citizenship,52
inch wide,52
mask confrontation,52
19 airborne,52
future disease,52
wide black,52
break trump,52
sue get,52
black elastics,52
000 via,52
unknowingly spreading,52
others clean,52
states requiring,52
mask dramatically,52
stringent lockdowns,52
wearing ear,52
starting july,52
test results,52
spreading people,52
symbol restaurants,51
know wear,51
news better,51
still thing,51
jfc point,51
shop washable,51
coronavirus maskup,51
masksforsale facemasksforsale,51
19 inslee,51
keep unknowingly,51
